measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
5,4,16.125,,,,,,,,,,,,,,,,,,,,,
5,5,16.5,,,1,,,1,,,1,2,1,,,,,,,1,,1,
5,6,16.875,,,,,,,,,,,,,,,,,,,,,
5,7,17.25,,,,,,,,,,,,,,,,,1,,,,
5,8,17.625,,,,,,,,,,,,,,,,,,,,,
6,1,18,,,,,,,,,,,,,,,,,,,,,
6,2,18.5,,,,,,,,,,,,,,,,,,,,,
6,3,19,1,,,2,,,1,,,,,,,,,,,,,,
6,4,19.5,,,,,,,,,,,,,,,,,,,,,
6,5,20,,1,,,,,,,,,,,,,1,,,1,1,,
6,6,20.5,,,,,,,,,,,,,,,,,,,,,
6,7,21,,,,,,,,,,,,,,,,,,,,,
6,8,21.5,,,,,,,,,,,,,,,,,,,,,
7,1,22,,,,,,,,,,,,,,,,,,,,,
7,2,22.5,,,,,,,,,,,,,,,,,,,,,
7,3,23,,,,,,,,,,,,,,,,,,,,,
7,4,23.5,,,,,,,,,,,,,,,,,,,,,
7,5,24,,,,,,,,,,,,,,,,,,,,,
7,6,24.5,,,,,,,,,,,,,,,,,,,,,
7,7,25,,,,,,,,,,,,,,,,,,,,,
7,8,25.5,,,,,,,,,,,,,,,,,,,,,
8,1,26,,,,,,,,,,,,,,,,,,,,,
8,2,26.5,,,,,,,,,,,,,,,,,,,,,
8,3,27,1,,,,,1,1,1,,1,,,,,1,,1,1,,,
8,4,27.5,,,,,,,,,,,,,,,,,,,,,
8,5,28,,,,,,,,,,,,,,,,,,,,,
8,6,28.5,,,,,,,,,,,,,,,,,,,,,
8,7,29,,,,,,,,,,,,,,,,,,,,,
8,8,29.5,,,,,,,,,,,,,,,,,,,,,
9,1,30,,,,,,,,,,,,,,,,,,,,,
9,2,30.5,,,,,,,,,,,,,,,,,,,,,
9,3,31,,,,,,,,,,,,,2,,,,,1,,,
9,4,31.5,,,,,,,,,,,,,,,,,,,,,
9,5,32,,,,,,,,,,,,,,,,,,,,,
9,6,32.5,,,1,,,,,,1,,1,,,,,,,,,,
9,7,33,,,,,,,,,,,,,,,,,,,,1,
9,8,33.5,,,,,,,,,,,,,,,,,,,,,
10,1,34,,,,,,,1,1,,,,,,,,,,,1,,
10,2,34.375,,,,,,,,,,,,,,,,,,,,,
10,3,34.75,1,,,1,1,,,,,,,,,,,,,,,,
10,4,35.125,,,,,,,,,,,,1,,,,,,,,,
10,5,35.5,,,,,,,,,,,,,,,,,,,,,
10,6,35.875,,,,,,,,,,,,,,,,,,,,,
10,7,36.25,,,,,,,,,,,,,,,,,,,,,
10,8,36.625,,,,,,,,,,,,,,,,,,,,,
11,1,37,,,,,,,,,,,,,,,,,,,,,
11,2,37.5,,,,,,,,,,,,,,,,,,,,,
11,3,38,,,,,,,,,,,,,,,,,,,,1,
11,4,38.5,,,,,,,,,,,,,,,,,,,,,
11,5,39,,,,,,,,,,,,,,,,,,,,,
11,6,39.5,,,,,,,,,,,1,,,,,,,,,,
11,7,40,,,,,,,,,,,,,,,,,,1,,,
11,8,40.5,,,,,,,,,,,,,,,,,,,,,
12,1,41,,,1,,,1,,,,,,,,,,,,,,,
12,2,41.5,,,,,,,,,,,,,,,,,,,,,
12,3,42,,,,,,,,,,,,,,,,,,,,,
12,4,42.5,,,,,,,1,,,,,,,,,,,,,,
12,5,43,,,,,,,,,,,,,,,,,,,,,
12,6,43.5,,,,,,,,1,,,,,,,,,,,,,
12,7,44,,,,,,,,,,,,,,,,,,,,,
12,8,44.5,,,,,,,,,,,,,,,,,,,,,
13,1,45,,,,,1,,,,4,,,,,,,,,,,,
13,2,45.5,,,,,,,,,,,,,,,,,,,,,
13,3,46,,,,,,,,,,,,,,,,,,,,2,
13,4,46.5,,,,,,,,,,,,,,,,2,,,,,
13,5,47,,,,,,,,,,,,,,,,,,,,,
13,6,47.5,,,,,,,,,,,,,,,,,,,,,
13,7,48,3,3,2,2,,,3,2,,1,2,,3,,,,3,3,2,,2
13,8,48.5,,,,,,,,,,,,,,,,,,,,,
14,1,49,,,,,,,,,,,,,,,2,,,,,,
14,2,49.375,,,,,,,,,,,,,,,,,,,,,
14,3,49.75,,,,,,,,,,,,,,,,,,,,,
14,4,50.125,,,,,,,,,,,,,,,,,,,,,
14,5,50.5,,,,,,,,,,,,,,,,,,,,,
14,6,50.875,,,,,,,,,,,,,,,,,,,,,
14,7,51.25,,,,,,,,,,,,,,,,,,,,,
14,8,51.625,,,,,,,,,,,,,,,,,,,,,
15,1,52,,,,,,,,,,,,,,,,,,1,,,
15,2,52.5,,,,,,,,,,,,1,,,,,,,,,
15,3,53,,,,,,,,,,,,,,,,,,,,,
15,4,53.5,,,,,,,,,,,,,,,,,,,,,
15,5,54,,,,,,,,,,,,,,,,,,,,1,
15,6,54.5,,,,,,,,,,,,,,,,,,,,,
15,7,55,1,,1,1,,2,1,1,,,2,,,,,,1,,,,
15,8,55.5,,,,,1,,,,,,,,,,,,,,,,
16,1,56,,,,,,,,,,,,,,,,,,,,,
16,2,56.375,,,,,,,,,,,,,,,,,,,,,
16,3,56.75,,,,,,,,,,,,,,,,,,,,,
16,4,57.125,,,,,,,,,,,,,,,,,,,,,
16,5,57.5,,,,,,,,,,,,,,,,,,,,,
16,6,57.875,,,,,,,,,,,,,,,,,,,,,
16,7,58.25,,,,,,,,,,,,,,,,,,,,,
16,8,58.625,,,,,,,,,,,,,,,,,,,,,
17,1,59,,,,,,,,,,,,,,,,,,,,,
17,2,59.625,,,,,,,,,,,,,,,,,,1,,,
17,3,60.25,,,,,,,,,,,,,,,,,,,,,
17,4,60.875,,,,,,,,,,,,,,,,,,,,,
17,5,61.5,,,,,,,,,,,,,,,,,,,,,
17,6,62.125,,,,,,,,,,,,,,,,,,,,,
17,7,62.75,,,,,,,1,,,,,,,,,,,,,,
17,8,63.375,,,,,,,,,,,,,,,,,,,,,
18,1,64,1,,1,,,1,,,,,1,,,,,,,,,,
18,2,64.375,,,,,,,,,,,,,,,,,,,,,
18,3,64.75,,,,,,,,,,,,,1.5,,,,,,,,
18,4,65.125,,,,,,,,,,,,,,,,,,,,,
18,5,65.5,,,,3,,,,,,,,,,,,,,,,,
18,6,65.875,,,,,,,,,,,,,,,,,,,,,
18,7,66.25,,,,,,,,,,,,,,,,,,,,,
18,8,66.625,,,,,,,,,,,,,,,,,,,,,
19,1,67,,,,,,,,,,,,,,,,,,,,,
19,2,67.5,,,,,,,,,,,,,,,,,,,,,
19,3,68,,,,,,,,,,,,,,,,,,,,,
19,4,68.5,,,,,,,,,,,,,,,,,,,,,
19,5,69,,,,,,,,,,,,,,,,,,1,,,
19,6,69.5,,,,,,,,,,,,,,,,,,,,,
19,7,70,,,,,,,,,,,,,,,,,,,,,
19,8,70.5,,,,,,,,,,,,,,,,,,,,,
20,1,71,,,,,,,1,,,,,,,,,,,,,1,
20,2,71.375,,,,,,,,,,,,,,,,,,,,,
20,3,71.75,,,,,,,,,,,,,,,,,,,,,
20,4,72.125,,,,,,,,,,,,,,,,,,,,,
20,5,72.5,,,,,,,,,,,,,,,,,,,,,
20,6,72.875,,,,,,,,,,,,,,,,,,,,,
20,7,73.25,,,,,,,,,,,,,,,,,,,,,
20,8,73.625,,,,,,,,,,,,,,,,,,,,,
21,1,74,,,,,,,,,,,,,,,,,,,,,
21,2,74.375,,,,,,,,,,,,,,,,,,,,,
21,3,74.75,,,,,,,,,,,,,,,,,,,,,
21,4,75.125,,,,,,,,,,,,,,,,,,,,,
21,5,75.5,,,,,,,,,,,,,,,,,,,,,
21,6,75.875,,,1,,,1.5,,,,,,,,,,,,1,,,
21,7,76.25,,,,,,,,,,,,,,,,,,,,,
21,8,76.625,,,,,,,,,,,,,,,,,,,,,
22,1,77,2,1,,,1,,2,,,1,,,,,,,1,,,,
22,2,77.375,,,,,,,,,,,1.5,,1,,,,,1,,,
22,3,77.75,,,,,,,,,1,,,,,,,,,,,,
22,4,78.125,,,,,,,,,,,,,,,,,,,,,
22,5,78.5,,,,,,,,,,,,,,,1,,,,,,
22,6,78.875,,,,,,,,,,,,,,,,,,,,,
22,7,79.25,,,,,,,,,,,,,,,,,,,,,
22,8,79.625,,,,,,,,,,,,,,,,,,,,,
23,1,80,,,,,,,,,,,,1.5,,,,,,,,,
23,2,80.5,,,,,,,,,,,,,,,,,,,,,
23,3,81,,,,,,,,,,,,,,,,,,,,,
23,4,81.5,,,,,,,,,,,,,,,,,,,,,
23,5,82,,,,,,,,,,,,,,,,,,,,,
23,6,82.5,,,3,,,,,1,,,,,,,,,,,,,
23,7,83,,,,,,,,,,,,,,,,,,,,,
23,8,83.5,,,,,,,,,4,,,,,,,,,,,,
24,1,84,,,,,,,,,,,,,,,,,,,,,
24,2,84.625,,,,,,,,,,,,,,,,,,,,,
24,3,85.25,,,,,,,,,,,,,,3,,,2.5,,,,
24,4,85.875,,,,,,,,,,,,,,,,,,,,,
24,5,86.5,,3,,4,,,4,3,,3,2.5,,,,,,,,,1,
24,6,87.125,,,,,,3,,,,,,,,,,,,3,,,
24,7,87.75,3,,,,4,,,,,,,,,,,2,,,,,2
24,8,88.375,,,,,,,,,,,,,3.5,,,,,,,,
25,1,89,,,,,,,,,,,1,,,,,,,,2,,
25,2,89.5,,,,,,,,,,,,2,,,2.5,,,,,,
25,3,90,,,,,,,,,,,,,,,,,,,,,
25,4,90.5,,,,,,,,,,,,,,,,,,,,,
25,5,91,,,,,,,,,,,,,,,,,,,,,
25,6,91.5,,,,,,,,,,,,,,,,,,,,,
25,7,92,,,,,,,,,,,,,,,,,,,,,
25,8,92.5,,,,,,,,,,,,,,,,,,,,,
26,1,93,,,,,,,,,,,,,,,,,,,,,
26,2,93.375,,,,,,,,,,,,,,,,,,,,,
26,3,93.75,,,,,,,,,,,,,,,,,,,,,
26,4,94.125,,,,,,,,,,,,,,,,,,,,,
26,5,94.5,,,,,,,,,,,,,,,,,,,,,
26,6,94.875,,,,,,,,,,,,,,,,,,,,,
26,7,95.25,,,,,,,,,,,,,,,,,,,,,
26,8,95.625,,,,,,,,,,,,,,,,,,,,,
27,1,96,,,,,,,,,,,,,,,,,,,,,
27,2,96.5,,,,,,,,,,,,,,,,,,,,,
27,3,97,,,,,,,,,,,,,,,,,,,,1,
27,4,97.5,,,,,,,,,,,,,,,,,,,,,
27,5,98,,,,,,,2,,,,,,,,,,1,,,,
27,6,98.5,,,,,,,,,,,,,,,,,,,,,
27,7,99,,,,,,,,,,,,,,,,,,,,,
27,8,99.5,,,,,,,,,,,,,,,,,,,,,
28,1,100,,,,,,,,,,,,,,,,,,,,,
28,2,100.5,,,,,,,,,,,,,,,,,,,,,
28,3,101,,,,,,,,,,,,,,,,,,1,,,
28,4,101.5,,,,,,,,,,,,,,,,,,,,,
28,5,102,,,,,,,,,,,,,,,,,,,,,
28,6,102.5,,,,,,,,1,,,,,,,,,,,,,
28,7,103,,,,,,,,,,,,,,,,,,,,,
28,8,103.5,,,,,,,,,,,,,,,,,,,,,
29,1,104,,,,,,,,,,,,,,,,,,,,,
29,2,104.375,,,,,,,,,,,,,,,,,,,,1,
29,3,104.75,,,,,,,1,,,,,,,,,,,,,,
29,4,105.125,,,,,,,,,,,,,,,,,,,,,
29,5,105.5,,,,,,,,,,,,,,,,,,,,,
29,6,105.875,,,,,,,,,,,,,,,,,,,,,
29,7,106.25,,,,,,,,,,,,,,,,,,,,,
29,8,106.625,,,,,,,,,,,,,,,,,,,,,
30,1,107,,,,,,,,,,,,,,,,,,,,,
30,2,107.5,,,,,,,,,,,,,,,,,,,,,
30,3,108,,,,,,,,,1,,1.5,,,,,,,,,,
30,4,108.5,,,,,,,,,,,,,,,,,,,,,
30,5,109,,,,,,,,,,,,,,,,,,,,,
30,6,109.5,,,,,,,,,,1,,,,,,,,1,,1,
30,7,110,,,,,,,,,2,,,,,,,,,,,,
30,8,110.5,2,1,,2,,,,3,,,,,,,,,,,,,
31,1,111,,,,,,2,,,,,,,,,,,,,,,
31,2,111.5,,,,,,,,,,,,,,,,,,,,,
31,3,112,,,,,,,,,,,,,,,,,,,,,
31,4,112.5,,,,,,,,,,,,,,,,,,,,,
31,5,113,,,,,,,,,,,,,,,,,,,,,
31,6,113.5,,,,,,,,,,,,,,,,,,,,,
31,7,114,,,,,,,,,,,,,,,,,,,,,
31,8,114.5,,,,,,,,,,,,,,,,,,,,,
32,1,115,,,,,,,,,,,,,,,,,,,,,
32,2,115.375,,,,,,,,,,,,,,,,,,,,,
32,3,115.75,,,,,,,,,,,,,,,,,,,,,
32,4,116.125,,,,,,,,,,,,,,,,,,,,,
32,5,116.5,,,,,,,,,,,,,,,,,,,,,
32,6,116.875,,,,,,,,,,,,,,,,,,,,,
32,7,117.25,,,,,,,,,,,,,,,,,,,,,
32,8,117.625,,,,,,,,,,,,,,,,,,,,,
33,1,118,,,,,,,1,,,,,,,,,,,,,,
33,2,118.5,,,,,,,,,,,,,,,,,,,,,
33,3,119,,,,,,,,,,,,,,,,,,,,,
33,4,119.5,,,,,,,,,,,,,,,,,,,,,
33,5,120,,,,,,,,,,,,,,,,,,,,,
33,6,120.5,,,,,,,,,,,,,,,,,,,,,
33,7,121,,,,,,,,,,,,,,,,,,,,,
33,8,121.5,,,,,,,,,,,,,,,,,,,,,
34,1,122,,,,,,,,,,,,,,,,,,,,,
34,2,122.375,,,,,,,,,,,,,,,,,,,,,
34,3,122.75,,,,,,,,,,,,,,,,,,,,1,
34,4,123.125,,,,,,,,,,,,,,,,,,,,,
34,5,123.5,,,,,1,,1,,,,1,,,,,,,,,,
34,6,123.875,,,,,,,,2,,,,,,,,,,,,,
34,7,124.25,,,,,,,,,,,,,,,,,,,,,
34,8,124.625,,,,,,,,,,,,,,,,,,,,,
35,1,125,,,,,,,,,,,,,,,,,,,,,
35,2,125.5,,,,,,,,,,,,,,,,,,,,,
35,3,126,,,,,,,,,,,,,,,,,,,,,
35,4,126.5,,,,,,,,,1,,,,,,,,,,,,
35,5,127,,,,,,,,,,,,,,,,,,,,,
35,6,127.5,,,,,,,,,,,,,,,,,,,,,
35,7,128,,,,,,,,,,,,,,,,,,,,,
35,8,128.5,1,,,,,,,,,,,,,,,,,,,,
36,1,129,,,,,,,,,,,,,,,,,,1,,,
36,2,129.5,,,,,,,,,,,,,,,,,,,,,
36,3,130,,,,,,,,,,,,,,,,,,,,1,
36,4,130.5,,,,,,,,,,,,,,,,,,,,,
36,5,131,,,,,,,,,,,,,,,,,,,,,
36,6,131.5,,,,,,,,,,,1,,,,,,,,,,
36,7,132,,,,,,,,,,,,,,,,,,,,,
36,8,132.5,,,,,,,1,1,,,,2,,,,,,,,,
37,1,133,,,,,,,,,,,,,1,,,,,1,,,
37,2,133.375,,,,,,,,,,,,,,,,,,,,,
37,3,133.75,,,,,,,,,,,,,,,,,,,,,
37,4,134.125,,,,,,1,,,,,,,,,,,,,,,
37,5,134.5,,,,,,,,,,,,,,,,,,,,,
37,6,134.875,,,,,,,,,,,,,,,,,,,,,
37,7,135.25,,,,,,,,,,,,,,,,,,,,,
37,8,135.625,,,,,,,,,,,,,,,,,,,,,
38,1,136,,,,,,,,,,,,,,,,,,,,,
38,2,136.5,,,,,,,,,,,,,,,,,,,,,
38,3,137,,1,,,,,,,,,,,,,,,,,,,
38,4,137.5,,,,,,,,,,,,,,,,,,,,,
38,5,138,,,,,,,,,,,,,,,,,,,,,
38,6,138.5,,,,,,,,,,,,,,,,,,,,,
38,7,139,,,,,,,,,,,,,,,,,,,,,
38,8,139.5,,,,,,,1,,,,,,,,,,,,,,
39,1,140,,,,,,,,,,,,,,,,,,,,,
39,2,140.5,,,,,,,,,,,,,,,,,,1,,,
39,3,141,,,,,,,,,,,,,,,,,,,,,
39,4,141.5,,,,,,,,,,,,,,,,,,,,,
39,5,142,,,,,,,,,,,,,,,,,,,,,
39,6,142.5,,,,,,,,,,,,,,,,,,,,,
39,7,143,,,,,,,,,,,,,,,,,,,,,
39,8,143.5,,,,,,,,,,,,,,,,,,,,,
40,1,144,,,3,,,,,,,,,,,,,,,,,,
40,2,144.375,,,,,,,,,3,,,,2,,,,,,,,
40,3,144.75,,,,,,,,,,,,,,,,,,,,,
40,4,145.125,,,,,,,,,,,,,,,,,,,,,2
40,5,145.5,,,,,,,,,,,,,,,,,,,,,
40,6,145.875,,,,,1,,,,,,,,,,,,,1,,,
40,7,146.25,,,,,,,,,,,,,,,,,,,,,
40,8,146.625,,,,,,,,,,,,,,,,,,,,,
41,1,147,,,,,,1,,,,,,,,,,,,,,1,
41,2,147.375,,,,,,,,,,,,,,,,,,,,,
41,3,147.75,,,,,,,,,,,,,,,,,,,,,
41,4,148.125,,,,,,,,,,,,,,,,,,,,,
41,5,148.5,,,,,,,,,,,,,,,,,,,,,
41,6,148.875,,,,,,,,,,,,,,,,,,,,,
41,7,149.25,,,,,,,,,,,,,,,,,,,,,
41,8,149.625,,,,,,,,,,,,,,,,,,,,,
42,1,150,,,,,,,,,,,,,,,,,,,,,
42,2,150.5,,,,,,,,,,,,,,,,1,,,,,
42,3,151,,,,,,,,,,,,,,,,,,,,1.5,
42,4,151.5,,,,,,,,,,,,,,,,,,,,,
42,5,152,2,2,,,,,,,,,,,,,,,,,,,
42,6,152.5,,,,,,,,,,,,,,,,,,1,,,
42,7,153,,,,,,,,,,,,,,,,,,,,,
42,8,153.5,,,,,1,,,,,,,,,,,,,,,,
43,1,154,,,,,,,2,,,,,,,,,,,,,,
43,2,154.5,,,,,,,,,,,,,,,,,,,,,
43,3,155,,,,,,,,,,,,,,,,,,,,,
43,4,155.5,,,,,,,,,,,,,,,,,,,,,
43,5,156,,,,,,,,,,,,,,,,,,,,,
43,6,156.5,,,,,,,,,,,,,,,,,,,,,
43,7,157,,,,,,,,,,,,,,,1,,,,,,
43,8,157.5,,,,,,,,,,,,,,,,,,,,,
44,1,158,,,,,,,,,,,,,,,,,,,,,
44,2,158.5,,,,,,,,,,,,,,,,,,,,,
44,3,159,,,,,,,,,,,,,,,,,,,,,
44,4,159.5,,,,,,,,,,,,,,,,,,,,,
44,5,160,,,,,,,,,,,,,,,,,,,,,
44,6,160.5,,,,,,,,,,,,,2,,,,,1,,,
44,7,161,,,,,,,,,,,,,,,,,,,,,
44,8,161.5,,,,,,,,,,,,,,,,,,,,,
45,1,162,,,,,,,,,,,,,,2.5,,1,,,,2,
45,2,162.5,,,,,,2.5,,,,,2,,,,,,3,2,,,
45,3,163,3,3,3,2,1,,3,3,3,1,,,,,,,,,1,,2
45,4,163.5,,,,,,,,,,,,,,,,,,,,,
45,5,164,,,,,,,,,,,,,,,2,,,,,,
45,6,164.5,,,,,,,,,,,,,,,,,,,,,
45,7,165,,,,,,,,,,,,2,,,,,,,,,
45,8,165.5,,,,,,,,,,,,,,,,,,,,,
46,1,166,,,,,,,,,,,,,,,,,,,,,
46,2,166.375,,,,,,,,,,,,,,,,,,,,,
46,3,166.75,,,,,,,,,,,,,,,,,,,,,
46,4,167.125,,,,,,,,,,,,,,,,,,,,,
46,5,167.5,,,,,,,,,,,,,,,,,,,,,
46,6,167.875,,,,,,,,,,,,,,,,,,,,,
46,7,168.25,,,,,,,,,,,,,,,,,,,,,
46,8,168.625,,,,,,,,,,,,,,,,,,,,,
47,1,169,,,,,,,1,,,,,,,,,,,,,,
47,2,169.5,,,,,,,,,,,,,,,,,,,,,
47,3,170,,,,,,,,,,,,,,,,,,,,,
47,4,170.5,,,,,,,,,,,,,,,,,,,,,
47,5,171,,,,,,,,,,,,,,,,,,,,,
47,6,171.5,,,,,,,,,,,,,,,,,,,,,
47,7,172,,,,,,,,,,,,,,,,,,,,,
47,8,172.5,,,,,,,,,,,,,,,,,,,,,
48,1,173,,,,,,,,,,,,,,,,,,,,,
48,2,173.375,,,,,,,,,,,,,,,,,,,,,
48,3,173.75,,,,,,,,,,,,,,,,,,,,,
48,4,174.125,,,,,,,,,,,,,,,,,,,,,
48,5,174.5,,1,,,,,,,,,,,,,,,,,,,
48,6,174.875,,,,,,,,,,,,,,,,,,,,,
48,7,175.25,,,,,,,,,,,,,,,,,,,,,
48,8,175.625,,,,,,,,,,,,,,,,,,,,,
49,1,176,,,,,,,,,,,,,,,,,,,,,
49,2,176.5,,,,,,,,,,,,,,,,,,,,,
49,3,177,,,,,,,,,,,,,,,,,,,,,
49,4,177.5,,,,,,,,,,,,,,,,,,,,,
49,5,178,2,,,,,,,,,,,,,,,,,,,,
49,6,178.5,,,,,,,,,,,,,,,,,,,,,
49,7,179,,,,,,,,,,,,,,,,,,,,1,
49,8,179.5,,,,,,,,,,,,,,,,,,,,,
50,1,180,,,,,,1,,,,,,,,,,,,,,,
50,2,180.5,,,,,,,,,,,,,,,,,,,,,
50,3,181,,,1,,,,1,1,,,,,,,,,,,,,
50,4,181.5,,,,,,,,,,,,,,,,,,,,,
50,5,182,,,,,,,,,,,,,,,,,,,,,
50,6,182.5,,,,,,,,,,,,,,,,,,,,,
50,7,183,,,,,,,,,,,,,,,,,,,,,
50,8,183.5,,,,,,,,,,,,,,,,,,,,,
51,1,184,,,,,,,,,,,,,,,,,,,,,
51,2,184.375,,,,,,,,,,,,,,,,,,,,,
51,3,184.75,,,,,,,,,,,,,,,,,,,,,
51,4,185.125,,,,,,,,,,,,,,,,,,,,,
51,5,185.5,,,,,,,,,,,,,,,,,,,,,
51,6,185.875,,,,,,,,,,,,,,,,,,,,,
51,7,186.25,,,,,,,,,,,,,,,,,,,,,
51,8,186.625,,,,,,,,,,,,,,,,,,,,,
52,1,187,,,,,,,2,,,,,,,1,,,,,,,
52,2,187.5,1,1.5,,1,,,,,,,,,,,,,,,,,
52,3,188,,,,,,,,,,,,,,,,,,,,,
52,4,188.5,,,,,,,,,,,,,,,,,,,,,
52,5,189,,,,,,,,,,,,,,,,,,1,,,
52,6,189.5,,,,,,,,,,,,,,,,,,,,,
52,7,190,,,,,,,,,,,,,,,1,,,,,,
52,8,190.5,,,,,,,,,,,,,,,,,,,,,
53,1,191,,,,,,,,,,,,,,,,,,,,,
53,2,191.375,,,,,,,,,,,,,,,,,,,,,
53,3,191.75,,,,,,,,,,,,,,,,,,,,,
53,4,192.125,,,,,,,,,,,,,,,,,,,,,
53,5,192.5,,,,,,,,,,,,,,,,,,,,,
53,6,192.875,,,,,,,,,,,,,,,,,,,,,
53,7,193.25,,,,,,,,,,,,,,,,,,,,,
53,8,193.625,,,,,,,,,,,,,,,,,,,,,
54,1,194,,,,,,,,,,,,,,,,,,,,,
54,2,194.5,,,,,,,,,,,,,,,,,,,,,
54,3,195,,,,,,,,,,,,,,,,,,,,,
54,4,195.5,,,,,,,,,,,,,,,,,,,,,
54,5,196,,,,,,,,,,,,,,,,,,,,,
54,6,196.5,,,,,,,,,,,,,,,,,,,,,
54,7,197,,,,,,,,,,,,,,,,,,,,,
54,8,197.5,,,,,,,,,,,,,,,,,,,,,
55,1,198,,,,,,,,,,,,,,,,,,,,,
55,2,198.5,,,,,,,,,,,,,,,,,,,,,
55,3,199,,,,,,,,,,,,,1,,,,,,,,
55,4,199.5,,,,,,,,,,,,,,,,,,,,,
55,5,200,,,,,,1,1,,,,,,,,,,,1,,,
55,6,200.5,,,,,,,,,,,,,,,,,,,,,
55,7,201,,1,3,,,,,1,,,,,,2,,,,,,,
55,8,201.5,,,,,,,,,,,,,,,,,,,,,
56,1,202,,,,,,,,,,,,,,,,,,,,,
56,2,202.375,,,,,,,,,,,,,,,,,,,,,
56,3,202.75,,,,,,,,,,,,,,,,,,,,,
56,4,203.125,,,,,,,,,,,,,,,,,,,,,
56,5,203.5,,,,,,,,,,,,,,,,,,,,1,
56,6,203.875,,,,,1,,,,,,1,,,,1,1,,1,,,
56,7,204.25,,,,,,,,,,,,,,,,,,,,,2
56,8,204.625,2,,,,,,,,,,,,,,,,,,,,
57,1,205,,,,,,,,,2,,,,,,,,,,1,,
57,2,205.375,,,,1,,,,,,,,,,,,,,,,,
57,3,205.75,,,,,,,,,,,,,,,,,,,,,
57,4,206.125,,,,,,,,,,,,,,,,,,,,,
57,5,206.5,,,,,,,,,,,,1.5,,,,,,,,,
57,6,206.875,,,,,,,,,,,,,,,,,,,,,
57,7,207.25,,,,,,,,,,,,,,,,,,,,,
57,8,207.625,,,,,,,,,,,,,,,,,,,,,
58,1,208,,,,,,,,,,,,,,,,,,,,,
58,2,208.5,,,,,,,,,,,,,,,,,,,,,
58,3,209,,,,,,,,,,,,,,,,,,,,,
58,4,209.5,,,,,,,,,,,,,,,,,,,,,
58,5,210,,,,,,,,,,,,,,,,,,,,,
58,6,210.5,,,,,,,,,,,,,,,,,,1,,,
58,7,211,,,,,,,,,,,,,,,,,,,,,
58,8,211.5,,,,,,,,,,,,,,,,,,,,,
59,1,212,,,,,,,,,,,,,,,,,,,,,
59,2,212.5,,,,,,,,,,,,,,,,,,,,,
59,3,213,,,,,,,,,,,,,,,,,,,,,
59,4,213.5,,,,,,,,,,,,,,,,,,,,,
59,5,214,,,,,,,,,,,,,,,,,,,,,
59,6,214.5,,,,,,,,,,,,,,,,,,,,,
59,7,215,,,,,,,,,,,,,,,,,,,,,
59,8,215.5,,,,,,,,,,,,,,,,,,,,,
60,1,216,,,,,1,1,,,,,1,,2,,,,1,2,,1.5,
60,2,216.375,,,1,1,,,2,1,,,,,,,,,,,,,
60,3,216.75,,,,,,,,,,,,,,,,,,,,,
60,4,217.125,,,,,,,,,,,,,,,,,,,,,
60,5,217.5,1,,,,,,,,,,,,,,,,,,,,
60,6,217.875,,,,,,,,,,,,,,,,,,,,,
