measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
14,1,63,1,,,1,,,,,,1,,,,,,,,,,
14,2,64.25,,,,,,,,,,,,,,,,,,,,
14,3,65.5,,,,,,,,,,,,1,,,,,1,,,
14,4,66.75,,,,,,,,,,,,,,,,,,,,
15,1,68,,,,,,,,,,,,,1,,1,,,1,,
15,2,69.25,,,,,,,,,,,,1,,1,,1,1,,1,2
15,3,70.5,,1,4,,2,3,2,2,,,,,,,,,,,,
15,4,71.75,,,,,,,,,,2,,,,1,,,,,,
16,1,73,,,,2,,,,,,,1,,,,,,,,,
16,2,74.25,,,,,,,,,,,,,,,,,,,,
16,3,75.5,,,,,,,,,,,,,,,,,,,,
16,4,76.75,,,,,,,,,,,,,,,,,,,,
17,1,78,,,,,,,,,,,,,,,,,,,1,
17,2,79.25,,,,,,,,,,,,,,,,,,,,
17,3,80.5,,,,,,,,,,,,,,,,,,,,
17,4,81.75,1,,,,,,1,2,,,,2,,1,,1.5,1,,,
18,1,83,,,,,,,,,,,,,,,,,,,,
18,2,84.25,,,,,,,,,,,,,,,,,,,,
18,3,85.5,,,,,,,,,,,,,,,,,,,,
18,4,86.75,,,,,,,,,,,,,,,,,,,,
19,1,88,,,,,,,,,,,,,,,,,,,,
19,2,89.25,,,,,,,,,,,,,,,,,,,1,
19,3,90.5,,,,,,,,2,,,,,,,,,,,,
19,4,91.75,,,,,,,,,,,,,,,,,,,,
20,1,93,,,,,1,,,,,,,,,,,,,,,
20,2,94.25,,,,,,,,,,,,1,,,,,,,,
20,3,95.5,,,,,,,,,,,1,,,,,,,,,
20,4,96.75,,,,2,,1.5,,,,,,,,,,1,,,,
21,1,98,,,,,,,,,,,,,,,,,,,,
21,2,99.5,,,,,,,,,,,,,,,,,,,,
21,3,101,,,,,,,,,,,,,,,,,,,,
21,4,102.5,,,,,,,,,,,,2,,,,,,,,
22,1,104,,,,,,2,,,,,,,2.5,,2,2.5,,1,1,
22,2,105.5,,,,,,,,,,,,,,,,,2,,,
22,3,107,2,1,,3,2,,3,3,1,2,3,,,3,,,,2,,2
22,4,108.5,,,3,,,,,,,,,,,,,,,,,
23,1,110,,,,,2,,,,,,,,,,,,,,,
23,2,111.5,,,,,,,,,,,,,,,,,,,,
23,3,113,,,,,,,,,,,,,,,,,,,,
23,4,114.5,,,,,,,,,,,,,,,,,,,,
24,1,116,,,,,,,,,,,,,,,,1,,,,
24,2,117.25,,,,,,,,,,,,,,,,,,,,
24,3,118.5,,,,,,1,,,,1,,,,1,,,,,1,
24,4,119.75,,,,,,,,,,,,,,,,,,,,
25,1,121,,1,,,,,,,,,,,,,,,,,,
25,2,122.25,1,,,,,,,,,,,,,,,,,,,
25,3,123.5,,,,,,,,,,,,,,,,,,,,
25,4,124.75,,,,,,,,,,,,,,,,,,,,
26,1,126,,,,,,,,,,,,,,,,,,,1,
26,2,127.25,,,,,,,,,,,,,,,,,,,,
26,3,128.5,,,,,,2.5,,,,1,,2,,2,,1,,,,
26,4,129.75,,,,,,,,,,,,,,,2,,2,,,
27,1,131,3,3,3,3.5,3,,1,3,3,1,,,,,,,,1.5,,2
27,2,132,,,,,,,,,,,4,,,,,,,,,
27,3,133,,,,,,,,,,,,,,,,,,,,
28,1,134,,,,,,,,,,,,,,,,,,,,
28,2,134.666666666667,,,,,,,,,,,,,,,,,,,,
28,3,135.333333333333,,,,,,,,,,,,,,,,,,,,
29,1,136,,,,,,,,,,,,,,,,,,,,
29,2,136.666666666667,,,,,,,,,,,,,,,,,,,,
29,3,137.333333333333,,,,,,,,,,,,,,,,,,,,
30,1,138,1,,,,,,,,,,,,,,,,,,1,
30,2,138.666666666667,,,,,,,,,,,,,,,,,,,,
30,3,139.333333333333,,,,,,2,,,,,,2,,,,2,2,,,1
31,1,140,1,3,3,3,1,,2,2,1,1,,,,1.5,1,,,2,,
31,2,140.666666666667,,,,,,,,,,,,,,,,,,,,
31,3,141.333333333333,,,,,,,,,,,,,,,,,,,,
32,1,142,,,,,,,,,,,,,,,,,,,,
32,2,143,,,,,,,,,,,,,,,,,,,,
32,3,144,,,,,,,,,,,,,,,,,,,1,
33,1,145,,,,,,,,,,,,,,,,,,,,
33,2,146,,,,,,,,,,,,,,,,,,,,
33,3,147,,,,,,,,,,,,,,,,,,,,
34,1,148,2,,,,,2,,,,,,,3,,,3,,1,2.5,
34,2,149,,,,,,,,,,,,,,3,,,3,,,2
34,3,150,,2,3,4,3,,2,2.5,1,2,,3.5,,,1,,,,,
34,4,151,,,,,,,,,,,,,,,,,,,,
35,1,152,,,,,,,,,,,2,,,,,,,,,
35,2,153,,,,,,,,,,,,,,,,,,,,
35,3,154,,,,,,,,,,,,,,,,,,,,
35,4,155,,,,,,,,,,,,,,,,,,,,
36,1,156,,,,,,,,,,,,,,,,,,,,
36,2,157.25,,,,,,,,,,,,,,,,,,,,
36,3,158.5,,,,,,,,,,,,,,,,,,,,
36,4,159.75,1,,,,,,,,,,,,,,,,,,,
37,1,161,,,,,,,,,,,,,,,,,,,,
37,2,162.25,,,,,,,,,,,,,,,,,,,,
37,3,163.5,,,,,,,,,,,,,,,,,,,,
37,4,164.75,,,,,,,,,,,,,,,,,,,,
38,1,166,,,,,,,,,,,,,,,,,,,,
38,2,167,,,,,,,,,,,,,,,,,,,,
38,3,168,,,,,,,,,,,,,,,,,,,,
38,4,169,1,,,,,2,,,,,,1.5,,,,1,1,,1,
39,1,170,,,,,,,,,,,,,,,,,,,,
39,2,171.25,,,,,,,,1,,,,,,,,,,,,
39,3,172.5,,,,,,,,,,,,,,,,,,,,
39,4,173.75,,,,,,,,,,,,,,,,,,,,
40,1,175,,,,,,,,,,,,,,,,,,,1,
40,2,176.25,,,,,,,,,,,,,,,,,,,,
40,3,177.5,,,,,,,,,,,,2.5,,,,,,,,
40,4,178.75,,,,,,,,,,,,,,,,,,,,
41,1,180,,,,3,2,,3,2,1,,,,,,,,,,,
41,2,181.25,3,,,,,,,,,2,1,,,,,1,2,,,
41,3,182.5,,2,,,,,,,,,,,,1.5,,,,2,1,1
41,4,183.75,,,,,,,,,,,,,,,,,,,,
42,1,185,,,,,,,,,,,,,,,,,,,,
42,2,186.25,,,,,,,,,,,,,,,,,,,,
42,3,187.5,,,,,,,,,,,,,,,,,,,,
42,4,188.75,,,,,,,,,,,,,,,,,,,,
43,1,190,,,,,,,,,,,,,,,,,,,,
43,2,191.25,,,,,,,,,,,,2,,,,,,,,
43,3,192.5,1,2,,,,1.5,2,,,,,,,,,,,,,
43,4,193.75,,,1,1,1,,,,,1.5,,,,,,1,2,,,
44,1,195,,,,,,,,,,,1,,,,,,,1,,
44,2,196.25,,,,,,,,,,,,,,1,,,,,,
44,3,197.5,,,,,,,,,,,,,,,,,,,,
44,4,198.75,,,,,,,,,,,,,,,,,,,,
45,1,200,,,,,,,,,,,,,,,,,,,,
45,2,202,,,,,,,,,,,,,,,,,,,,
45,3,204,2,,,4,,1.5,,,,1,,,3,,,,,,1,
45,4,206,,,,,,,,,,,,3,,,,,,,,
46,1,208,,,,,,,,,,,,,,,,,,,,
46,2,210.25,,,,,,,,,,,,,,,,4,,,,
46,3,212.5,,,,,,,,,,,,,,4,4,,4,4,,
46,4,214.75,,,,,,,,,,,,,,,,,,,,
47,1,217,4,4,4,,4,,4,4,4,4,4,4,,,,,,,4,2
47,2,219.25,,,,,,,,,,,,,,,,,,,,
47,3,221.5,,,,,,,,,,,,,,,,,,,,
47,4,223.75,,,,,,,,,,,,,,,,,,,,
48,1,226,,,,,,,,,,,,,,,,,,,,
48,2,228.25,,,,,,,,,,,,,,,,,,,,
48,3,230.5,,,,,,,,,,,,,,,,,,,,
48,4,232.75,,,,,,,,,,,,,,,,,,,,
