measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
46,5,194.5,,,,,,,,,,,,,,,,,,,,,,
46,6,195.125,,,,,,,,,,,,,,,,,,,,,,
46,7,195.75,,,,,,,,,,,,,,,,,,,,,,
46,8,196.375,,,,,,,,,,,,,,,,,,,,,,
47,1,197,,,,,,,,,,,,,,,,,,,,,,
47,2,197.75,,,,,,,,,2,,,,,,,,,,,,,
47,3,198.5,,,,1,1,,1,,,,,,,,,,,,,,,
47,4,199.25,,,,,,,,,,,,,,,,,,,,,,
47,5,200,,,,,,,,,,,,,,,,,,,,,,
47,6,200.75,,,,,,,,,,,,,,,,,,,,,,
47,7,201.5,,,,,,,,,,,,,,,,,,,,,,
47,8,202.25,,,,,,,,,,,,,,,,,,,,,,
48,1,203,,,,,1,,,,2,,,,,,,,,,,,,
48,2,203.625,,,,,,,,,,,,,,1,,,,,,,1,
48,3,204.25,3,1,2,2,,2,1,2.5,1,1,,,,,,2,,3,2,2,,2
48,4,204.875,,,,,,,,,,,,,,,2.5,,,,,,,
48,5,205.5,,,,,,,,,,,,,,,,,,,,,,
48,6,206.125,,,,,,,,,,,,,,,,,,,,,,
48,7,206.75,,,,,,,,,,,,,,,,,,,,,,
48,8,207.375,,,,,,,,,,,,,,,,,,,,,,
49,1,208,,,,,,,,,,,,,,,,,,,,,,
49,2,208.625,,,,,,,,,,,,,,,,,,,,,,
49,3,209.25,,,,,,,,,,,,,,,,,,,,,,
49,4,209.875,,,,,,,,,,,,,,,,,,,,,,
49,5,210.5,,,,,,,,,,,,,,,,,,,,,,
49,6,211.125,,,,,,,,,,,,,,,,,,,,,,
49,7,211.75,,,,,,,,,,,,,,,,,,,,,,
49,8,212.375,,,,,,,,,,,,,,,,,,,,,,
50,1,213,,,,0.5,,,2,,2,,,,,1,,,,,1.5,,,
50,2,213.625,,,,,,,,,,,,,,,,,,,,,,
50,3,214.25,,1,,,,,,,,,,,,,,,,,,,,
50,4,214.875,,,,,,,,,,,,,,,,,,,,,,
50,5,215.5,,,,,,,,,,,,,,,,,,,,,,
50,6,216.125,,,,,,,,,,,,,,,,,,,,,,
50,7,216.75,,,,,,,,,,,,,,,,,,,,,,
50,8,217.375,,,,,,,,,,,,,,,,,,,,,,
51,1,218,,,,,,,,,,,,,,,,,,,,,,
51,2,218.625,,,,,,,,,,,,,,,,,,,,,,
51,3,219.25,,,,,,,,,,,,,,,,,,,,,,
51,4,219.875,,,,,,,2,,1,,,,,,,,,,,,,
51,5,220.5,,,,,,,,,,,,,,,,,,,,,,
51,6,221.125,,,,,,,,,,,,,,,,,,,,,,
51,7,221.75,,,,,,,,,,,,,,,,,,,,,,
51,8,222.375,,,,,,,,,,,,,,,,,,,,,,
52,1,223,,,,,,,,,,,,,,,,,,,,,,
52,2,223.75,,,,,,,,,,,,,,,,,,,,,,
52,3,224.5,,,,,,,,,,,,,,,,,,,,,,
52,4,225.25,,,,,,,,,,,,,,,,,,,,,,
52,5,226,,,,,,,,,,,,,,,,,,,,,,
52,6,226.75,,,,,,,,,,,,,,,,,,,,,,
52,7,227.5,,,,,,,,,,,,,,,,,,,,,,
52,8,228.25,,,,,,,,,,,,,,,,,,,,,,
53,1,229,,,,,,,,,,,,,,,,,,,,,,
53,2,229.75,,,,,,,2,,,,,,,,,,,,,,,
53,3,230.5,2,1,,,1,,,,1,,,,,,,,,,,,,
53,4,231.25,,,2,,,2,,,,,,,,1,,,,1,,,,
53,5,232,,,,2,,,,,,,,,,,,,,,,,,
53,6,232.75,,,,,,,,,,,,,,,,,,,,,,
53,7,233.5,,,,,,,,,,,,,,,,,,,,,,
53,8,234.25,,,,,,,,,1,,,,,,,,,,,,,
54,1,235,,,,,,,,,,,,,,,,,,,,,,
54,2,236,,,,,,,1,,,,,,,,,,,,,,,
54,3,237,,,,,,,,,,,,,,,,,,,,,,
54,4,238,,,,,,,,,,,,,,,,,,,,,,
54,5,239,,,,,,,,,,,,,,4,,,,,,,2,
54,6,240,,,,,,,,,,,,,,,,,,,,,,
54,7,241,,,,,,,,,2,,,,,,3,,,3,,,,
54,8,242,,,,,,,,,,,,,,,,,,,,2.5,,
55,1,243,4,4,3,4,4,2,4,4,,3,1,3,,,,2.5,1,,3,,,2
55,2,243.5,,,,,,,,,,,,,,,,,,,,,,
55,3,244,,,,,,,,,,,,,3,,,,,,,,,
55,4,244.5,,,,,,,,,,,,,,,,,,,,,,
55,5,245,,,,,,,,,,,,,,,,,,,,,,
55,6,245.5,,,,,,,,,,,,,,,,,,,,,,
55,7,246,,1,,,,,1,,,,,,,,,,,,,,,
55,8,246.5,,,,,,,,,,,,,,,,,,,,,,
56,1,247,,1,,,,,,,,,,,,,,,,,,,,
56,2,247.5,,,,,,,,,,,,,,,,,,,,,,
56,3,248,,1,,,,,,,,,,,,,,,,,,,,
56,4,248.5,,,,,,,,,,,,,,,,,,,,,,
56,5,249,,1,,,,,,,,,,,,,,,,,,,,
56,6,249.5,,,,,,,,,,,,,,,,,,,,,,
56,7,250,,1,,,,,1,,,1,,,,,,,,,,,,
56,8,250.5,,,,,,,,,,,,,,,,,,,,,,
57,1,251,,1,,,1,,,1,1,,,,,,,,,,,,,
57,2,251.625,,,,,,,,,,,,,,,,,,,,,,
57,3,252.25,,1,,,,,,,,,,,,,,,,,,,,
57,4,252.875,,,,,,,,,,,,,,,,,,,,,,
57,5,253.5,,,,,,,,,1,,,,,,,,,,,,,
57,6,254.125,,,,,,,,,,,,,,,,,,,,,,
57,7,254.75,,1,,,,,1,1,,,,,,,,,,,,,,
57,8,255.375,,,,,,,,,,,,,,,,,,,,,,
58,1,256,,,,,,,,,,,,,,,,,,,,,,
58,2,256.5,2,1,,,,,,,,,,,,,,1,,,1,,,
58,3,257,,,,,,2,,,,,,,,,,,,,,,,
58,4,257.5,,,,,,,,,,,,,,,,,,,,1,,
58,5,258,,,,,,,,,,,,,,,,,,,,,,
58,6,258.5,,,,,,,,,,,,,,,,,,,,,,
58,7,259,,,,,,,,,1,,,,,,,,,,,,,
58,8,259.5,,,,,,,,,,,,,,,,,,,,,,
59,1,260,,,,,,,,,,,,,,,,,,,,,,
59,2,260.625,,,,,,,,,,,,,,,,,,,,,,
59,3,261.25,,,,,,,,,,,,,,,,,,,,,,
59,4,261.875,,,,,,,,,,,,,,,,,,,,,,
59,5,262.5,,,,,,,,,,,,,,,,,,,,,,
59,6,263.125,,,,,,,,,,,,,,,,,,,,,,
59,7,263.75,,,,,,,,,,,,,,,,,,,,,,
