measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
67,10,193.5,,,,,,,,,,,,,,,,,,,,,
67,11,193.666666666666,,,,,,,,,,,,,,,,,,,,,
67,12,193.833333333333,,,,,,,,,,,,,,,,,,,,,
68,1,194,,,,,,,,,,,,,,,,,,,,,
68,2,194.166666666666,,,,,,,,,,,,,,,,,,,,,
68,3,194.333333333333,,,,,,,,,,,,,,,,,,,,,
68,4,194.5,,,,,,,,,,,,,,,,,,,,,
68,5,194.666666666666,,,,,,,,,,,,,,,,,,,,,
68,6,194.833333333333,,,,,,,,,,,,,,,,,,,,,
68,7,195,,,,,,,,,,,,,,,,,,,,,
68,8,195.166666666666,,,,,,,,,,,,,,,,,,,,,
68,9,195.333333333333,,,,,,,,1,,,,,,,,,,,,,
68,10,195.5,,,,,,,,,,,,,,,,,,,,,
68,11,195.666666666666,,,,,,,,,,,,,,,,,,,,,
68,12,195.833333333333,,,,,,,,,,,,,,,,,,,,,
69,1,196,,,,,,,,,,,,,,,,,,,,,
69,2,196.25,,,,,,,,,,,,,,,,,,,,,
69,3,196.5,,,,,,,,,,,,,,,,,,,,,
69,4,196.75,,,,,,,,,,,,,,,,,,,,,
69,5,197,,,,,,,,,,,,,,,,,,,,,
69,6,197.25,,,,,,,,,,,,,,,,,,,,,
69,7,197.5,,,,,,,,,,,,,,,,,,,,,
69,8,197.75,,,,,,,,,,,,,,,,,,,,,
69,9,198,,,,,,,,,,,,,,,,,,,,,
69,10,198.25,,,,,,,,,,,,,,,,,,,,,
69,11,198.5,,,,,,,,,,,,,,,,,,,,,
69,12,198.75,,,,,,,,,,,,,,,,,,,,,
70,1,199,,,,,,,,,,,,,,,,,,,,,
70,2,199.166666666666,,,,,,,,,,,,,,,,,,,,,
70,3,199.333333333333,,,,,,,,,,,,,,,,,,,,,
70,4,199.5,,,,,,,,,,,,,,,,,,,,,
70,5,199.666666666666,,,,,,,,,,,,,,,,,,,,,
70,6,199.833333333333,,,,,,,,,,,,,,,,,,,,,
70,7,200,,,,,,,,,,,,,,,,,,,,,
70,8,200.166666666666,,,,,,,,,,,,,,,,,,,,,
70,9,200.333333333333,,,,,,,,,,,,,,,,,,,,,
70,10,200.5,,,,,,,,,,,,,,,,,,,,,
70,11,200.666666666666,,,,,,,,,,,,,,,,,,,,,
70,12,200.833333333333,,,,,,,,,,,,,,,,,,,,,
71,1,201,,1,,1,,,,1,,,,,,,,,,,,,
71,2,201.25,,,,,,,,,,,,,,,,,,,,,
71,3,201.5,,,,,,,,,,,,,,,,,,,,,
71,4,201.75,,,,,,,,,,,,,,,,,,,,,
71,5,202,,,,,1,,,,,,,,,,,,,,,,
71,6,202.25,,,,,,,,,,,,,,,,,,,,,
71,7,202.5,,,,,,,,,,,,,,,,,,1,,,
71,8,202.75,,,,,,,,,,,,,,,,,,,,,
72,1,203,,,,,,,1,,,,,,,,1,,,,,,2
72,2,203.375,,,,,,,,,,,,,,,,,,,,,
72,3,203.75,,,,,,,,,,,,,,,,,,,,,
72,4,204.125,,,,,,,,,,,,,,,,,,,,,
72,5,204.5,,,,,,,,,,,,,,,,,,,,,
72,6,204.875,,,,,,,,,,,,,,,,,,,,,
72,7,205.25,,,,,,,,,,,,,,,,,,,,,
72,8,205.625,,,,,,,,,,,,,,,,,,,,,
73,1,206,,,,,,,,,,,,,,,,,,,,,
73,2,206.375,,,,,,,,,,,,,,,,,,,,,
73,3,206.75,,,,,,,,,,,,,,,,,,,,,
73,4,207.125,,,,,,,,,,,,,,,,,,,,,
73,5,207.5,,,,,,1.5,,,,,,,,,,,,,,,
73,6,207.875,,,,,,,,,,,,,,,,,,,,,
73,7,208.25,,,,,,,,,,,,,,,,,,1,,,
73,8,208.625,,,,,,,,,,,,,,,,,,,,,
74,1,209,,,,,,,,,,,,,,,,,,,,,
74,2,209.3125,,,,,,,,,,,,,,,,,,,,,
74,3,209.625,,,,,,,,,,,,,,,,,,,,,
74,4,209.9375,,1,,,,,,,,,,,,,,,,,,,
74,5,210.25,,,,,,,,,,,,,,,,,,,,,
74,6,210.5625,,,,,,,,,,,,,,,,,,,,,
74,7,210.875,,,,1,,,,,,,,,,,,,,,,,
74,8,211.1875,,,,,,,,,,,,,,,,,,,,,
75,1,211.5,,,,,,,,,,,,,,,,,,,,,
75,2,211.8125,,,,,,,,,,,,,,,,,,,,,
75,3,212.125,,,,,,,,,,,,,,,,,,,,,
75,4,212.4375,,,,,,,,,,,,,,,,,,,,,
75,5,212.75,,,,,,,,,,,,,,,,,,,,1,
75,6,213.0625,,,,,,,,,,,,,,,,,,,,,
75,7,213.375,,1,,,,,,1,,,,,,,,,,1,,,
75,8,213.6875,,,,,,,,,,,,,,,,,,,,,
76,1,214,,,,,,,,,,,,,,,,,,,,,
76,2,214.375,,,,,,,,,,,,,,,,,,,,,
76,3,214.75,,,,,1,,,,,,,,,,,,,,,,
76,4,215.125,,,,,,,,,,,,,,,,,,,,,
76,5,215.5,,,,,,,,,,,,,,,,,,,,,
76,6,215.875,,,,,,,,,,,,,,,,,,,,,
76,7,216.25,,,,,,,,,,,,,,,,,,,,,
76,8,216.625,,,,,,,,,,,,,,,,,,,,,
77,1,217,,,,,,,,,,,,,,,,,,,,,
77,2,217.375,,,,,,,,,,,,,,,,,,,,,
77,3,217.75,,,,,,,,,,,,1,,,,,,,,,
77,4,218.125,,,,,,,,,,,,,,,,,,,,,
77,5,218.5,,,,,,,,,,,,,,,,,,,,1,
77,6,218.875,,,,,,,,,,,,,,,,,,,,,
77,7,219.25,,,,,,,2,,,,,,,,1,,,1,,,
77,8,219.625,,,,,,,,,,,,,,,,,,,,,
78,1,220,,,,,,,,,,,,,,,,,,,,,
78,2,220.25,,,,,,,,,,,,,,,,,,,,,
78,3,220.5,,,,,,,,,,,,,,,,,1,,,,
78,4,220.75,,,,,,,,,,,,,,,,,,,,,
78,5,221,,,,,,,,,,,,,,,1,,,,,,
78,6,221.25,,,,,,,,,,,,,,,,,,,,,
78,7,221.5,,,,,,,,1,,,,,,,,,,1,,,
78,8,221.75,,,,,,,,,,,,,,,,,,,,,
79,1,222,,,,,,,,,,,,,,,,,,,,,
79,2,222.375,,,,,,,,,,,,,,,,,,1,,,
79,3,222.75,,,,,,,,,,,,,,,,,,,,,
79,4,223.125,,,,,,,,,,,,,,,,,,,,,
79,5,223.5,,,,,,,,,,,,,,,1,,,,,,
79,6,223.875,,,,,,,,,,,,,,,,,,,,,
79,7,224.25,,,,,,,,,,,,,,,,,,,,,
79,8,224.625,,,,,,,,,,,,,,,,,,,,,
80,1,225,,,,,,,,,,,,,,,,,,,,,1
80,2,225.375,,,,,,,,,,,,,,,,,,,,,
80,3,225.75,,,,,,,,,1,,,,,,,,,,,,
80,4,226.125,,,,,,,,,,,,,,,,,,,,,
80,5,226.5,2,,,,1,,,,,,,,1,,,,,,,,
80,6,226.875,,,,,,,,1,,,,,,,,,,,,,
80,7,227.25,,,,,,,,,,,,,,,,,,,,,
80,8,227.625,,,,,,,,,,,,,,,,,,,,,
81,1,228,,,,,,,,,,,,,,,,,,,,,
81,2,228.375,,,,,,,,,,,,,,,,,,,,,
81,3,228.75,,,,,,,,,,,,,,,,,,,,,
81,4,229.125,,,,,,,,,,,,,,,,,,,,,
81,5,229.5,,,,,,,,,,,,,,,,,,,,,
81,6,229.875,,,,,,,,,,,,,,,,,,,,,
81,7,230.25,,,,,,,,,,,,,,,,,,,,,
81,8,230.625,,,,,,,,,,,,,,,,,,,,,
82,1,231,,,,,,,,,,,,,,,,,,,,,
82,2,231.5,,,,,,1,,,,,,,,,,,,,,,
82,3,232,,,,,,,,,,,,,,,,,,,,,
82,4,232.5,,,,,,,,,,,,,,,,,,,,,
82,5,233,,,,,,,,,,,,,,,,,,,,,
82,6,233.5,,,,,,,,,,,,,,,,,,,,,
82,7,234,,,,,,,1,,,,,,,,,,,,,,
82,8,234.5,,,,,,,,,,,,,,,,,,,,,
83,1,235,,,,,,,,,,,,,,,,,,,,,
83,2,235.25,,,,,,,,,,,,,,,,,,,,,
83,3,235.5,,,,,,,,,,,,1,,,,,,,,,
83,4,235.75,,,,,,,,,,,,,,,,,,,,,
83,5,236,,,,,,,,,,,,,,,,,,,,,
83,6,236.25,,,,,,,,,,,,,,,,,,,,,
83,7,236.5,,,,,,,,,,,,,,,,,,,,,
83,8,236.75,,,,,,,,,,,,,,,,,,,,,
84,1,237,,,,,,,,,,,,,,,,,,,,1,
84,2,237.5,,,,,,,,,,,,,,,,,,,,,
84,3,238,,,,,,,,2,,,1,,1.5,,,,,,2.5,,
84,4,238.5,,,,,,,,,,,,,,,,,,,,,
84,5,239,,,,,,,,,,,,,,,,,,,,,
84,6,239.5,,,,,,,,,,,,,,,,,,,,,
84,7,240,,,,,,,,,,,,,,,,,,,,,
84,8,240.5,,,,,,,,,,,,,,,,,,,,,
85,1,241,,,,,,,,,,,,,,,,,,,,,
85,2,241.625,,,,,,,,,,,,,,4,,,,4,,,
85,3,242.25,,,,,,,,,,,,,,,,,,,,,
85,4,242.875,,,,,,,,,4,,,,,,,,,,,,
85,5,243.5,,,,,,,,,,,,,3,,,,4,,,,
85,6,244.125,,,,,,,,,,,,,,,,,,,,,
85,7,244.75,,,,,,,,,,,,,,,,,,,,,
85,8,245.375,,,,,,,,,,,,,,,,,,,2.5,,
86,1,246,4,4,2,4,4,2,4,2,,4,4,4,,,3,2,,,,1,2
86,2,246.375,,,,,,,,,,,,,,,,,,,,,
86,3,246.75,,,,,,,,,,,,,,,,,,,,,
86,4,247.125,,,,,,,,,,,,,,,,,,,,,
86,5,247.5,,,,,,,,,,,,,,,,,,,,,
86,6,247.875,,,,,,,,,,,,,,,,,,,,,
86,7,248.25,,,,,,,,,,,,,,,,,,,,,
86,8,248.625,,,,,,,,,,,,,,,,,,,,,
87,1,249,,,,,,,,,,,,,,,,,,,,,
87,2,249.5,,,,,,,,,,,,,,,,,,,,,
87,3,250,,,,,,,,,,,,,,,,,,,,,
87,4,250.5,,,,,,,,,,,,,,,,,,,,,
87,5,251,,,,,,,,,,,,,,,,,,,,,
87,6,251.5,,,,,,,,,,,,,,,,,,,,,
87,7,252,,,,,,,,,,,,,,,,,,,,,
87,8,252.5,,,,,,,,,,,,,,,,,,,,,
88,1,253,,,,,,,,,,,,,,,,,,,,1,
88,2,266,,,,,,,,,,,,,,,,,,,,,
88,3,279,,,,1,,,,1,,,,,,,,,,,,,
88,4,292,1,1,,,,,,,,,,,,,,,,1,,,
88,5,305,,,,,,,,,,,,,,,,,,,,,
88,6,318,,,,,,,,,,,,,,,,,,,,,
88,7,331,,,,,,,,,,,,,,,,,,,,,
88,8,344,,,,,,,,,,,,,,,,,,,,,
89,1,357,,,,,,,,,,,,,,,,,,,,,
89,2,357.5,,,,,,,,,,,,,,,,,,,,,
89,3,358,,,,,,,,,,,,,4,,,,,,,,
89,4,358.5,,,,,,,,,,,,,,,,,,,,,
89,5,359,,,,,,,,,,,,,,,,,,,,1,
89,6,359.666666666666,,,,,,,,,,,,,,,,,,,,,
89,7,360.333333333333,,,,,,,,,,,,,,,,,,,,,
89,8,361,,,,,,,,,,,,,,,,,,,,,
90,1,361.666666666666,,,,,,,,,,,,,,,4,,,,4,,
90,2,362.333333333333,,,,,,,,,,,,,,,,,,,,,
90,3,363,,,,,,,,,,,,,,,,,,,,,
90,4,363.666666666666,,,,,,,,,,,,,,4,,,,,,,
90,5,364.333333333333,,,,,,,,,,,,,,,,,4,4,,,
90,6,365,,,,,,,,,,,,,,,,,,,,,
90,7,365.666666666666,,,,,,,,,,,,,,,,4,,,,,
90,8,366.333333333333,,,,,,,,,,,,,,,,,,,,,
91,1,367,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,4,2
91,2,367.666666666666,,,,,,,,,,,,,,,,,,,,,
91,3,368.333333333333,,,,,,,,,,,,,,,,,,,,,
91,4,368.999999999999,,,,,,,,,,,,,,,,,,,,,
91,5,369.666666666666,,,,,,,,,,,,,,,,,,,,,
91,6,370.333333333333,,,,,,,,,,,,,,,,,,,,,
91,7,370.999999999999,,,,,,,,,,,,,,,,,,,,,
91,8,371.666666666666,,,,,,,,,,,,,,,,,,,,,
