measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
73,1,235,,,,,,,,,,,,,,,,,,,,,4,
73,2,235.75,,,,,,,,,,,,,,,,,,,,,,
73,3,236.5,,,,,,,,,,,,,,4,,,,,,4,,
73,4,237.25,,,,,,,,,,,,4,,,4,,,,,,,
73,5,238,,,,,,,,,,,,,,,,4,,,4,,,
73,6,238.75,,,,,,,,,,,,,,,,,,4,,,,
73,7,239.5,,,,,,,,,,,,,,,,,4,,,,,
73,8,240.25,,,,,,,,,,,,,,,,,,,,,,
74,1,241,4,4,4,4,4,,4,4,4,4,4,,4,,,,,,,,,2
74,2,241.75,,,,,,,,,,,,,,,,,,,,,,
74,3,242.5,,,,,,,,,,,,,,,,,,,,,,
74,4,243.25,,,,,,,,,,,,,,,,,,,,,,
74,5,244,,,,,,,,,,,,,,,,,,,,,,
74,6,244.75,,,,,,,,,,,,,,,,,,,,,,
74,7,245.5,,,,,,,,,,,,,,,,,,,,,,
74,8,246.25,,,,,,,,,,,,,,,,,,,,,,
