measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
6,1,11,,,,,,,,,,,,,,2,,,,,,,,
6,2,11.25,,,,,,,,,,,,,,,,,,,,,,
6,3,11.5,,,,,,,1,1,1,,,,,,,,,,,,1,
6,4,11.75,,,,,,,,,,,,,,,,,,,,,,
6,5,12,,,,,,,,,,,,,,,,,,,,,,
6,6,12.25,,,,,,,,,,,,,,,,,,,,,,
6,7,12.5,,,,,,,,,,,,,,,,,,,,,,
6,8,12.75,,,,,,,,,,,,,,,,,,,,,,
7,1,13,,,,,,,,,,,,,,,,,,,,,,
7,2,13.25,,,,,,,,,,,,,,,,,,,,,,
7,3,13.5,,,,,,,,,,,,,,,,,,,,,,
7,4,13.75,,,,,,,,,,,,,,,,,,,,,,
7,5,14,,,,,,,,,,,,,,,,,,,,,,
7,6,14.25,,,,,,,,,,,,,,,,,,,,,,
7,7,14.5,,,,,,,,,,,,,,,,,,,,,,
7,8,14.75,,,,,,,,,,,,,,,,,,,,,,
8,1,15,,,,,,,,,,,,,,,1,1,,3,,,2,
8,2,15.375,,,,,,,,,,,,,,3,,,,,2,2,,
8,3,15.75,,,,,,2,,,,,,,,,,,1.5,,,,,2
8,4,16.125,,,,,,,,,,,,2,,,,,,,,,,
8,5,16.5,2,2,4,3,2,,3,3,,2,1,,,,,,,,,,,
8,6,16.875,,,,,,,,,,,,,,,,,,,,,,
8,7,17.25,,,,,,,,,,,,,,,,,,,,,,
8,8,17.625,,,,,,,,,,,,,,,,,,,,,,
9,1,18,,,,,,,,,,,,,,,,,,,,,,
9,2,18.25,,,,,,,,,,,,,,,,,,,,,,
9,3,18.5,,,,,,,,,,,,,,,,,,,,,,
9,4,18.75,,,,,,,,,,,,,,,,,,,,,,
9,5,19,,,,,,,,,,,,,1,,,,,,,,,
9,6,19.25,,,,,,,,,1,,,,,,,,,,,,,
9,7,19.5,,,,,,,,,,,,,,,,,,,,,,
9,8,19.75,,,,,,,,,,,,,,,,,,,,,,
10,1,20,,,,,,,,,,,,,,,,,,,,,,
10,2,20.25,,,,,,,,,,,,,,,,,,,,,,
10,3,20.5,,1,,,,,,,,,,,,,,,,,,,,
10,4,20.75,,,,,,,,,,,,,,,,,,,,,,
10,5,21,,,,,,,,,,,,,,,,,,,,,,
10,6,21.25,,1,,,,,,1,,,,,,,,,,,,,,
10,7,21.5,,,,,,,,,,,,,,,,,,,,,,
10,8,21.75,,,,,,,,,,,,,,,,,,,,,,
11,1,22,,,,,,,,,,,,,,,,,,,,,,
11,2,22.25,,,,,,,,,,,,,,,,,,,,,,
11,3,22.5,,,,,,,,,,,,,,,,,,,,,,
11,4,22.75,,,,,,,,,,,,,,,,,,,,,,
11,5,23,,,,,,,,,,,,,,,,,,,,,,
11,6,23.25,,,,,,,,,,,,,,,,,,,,,,
11,7,23.5,,,,,,,,,,,,,,,,,,,,,,
11,8,23.75,,,,,,,,,,,,,,,,,,,,,,
12,1,24,,,,,,,,,,,,,,,,,,,,,,
12,2,24.25,,,,,,,,,,,,,,,,,,,,,,
12,3,24.5,,,,,,,,,,,,,,,,,,,,,,
12,4,24.75,,,,,,,,,,,,,,,,,,,,,,
12,5,25,,,,,,,,,,,,,,,,,,,,,,
12,6,25.25,,,,,,,,1,,,,,,,,,,,,,,
12,7,25.5,,,,,,,,,,,,,,,,,,,,,,
12,8,25.75,,1,,,1,2,1,,,,,,,,,,,,,,,
13,1,26,,,,,,,,,,,,,,,,,,,,,,
13,2,26.25,,,,,,,,,,,,,,,,,,,,,,
13,3,26.5,,,,,,,,,,,,,,,,,,,,,,
13,4,26.75,,,,,,,,,,,,,,,,,,,,,,
13,5,27,,,,,,,,,,,,,,,,,,,,,,
13,6,27.25,,,,,,,,,,,,,,,,,,,,,,
13,7,27.5,,,,,,,,,,,,,,,,,,,,,,
13,8,27.75,,,,,,,,,,,,,,,,,,,,,,
14,1,28,,,,,,,,,,,,,,,,,,,,,,
14,2,28.375,,,,,,,,,,,,,,,,,,,,,,
14,3,28.75,,,,,,,,,,,,,,,,,,,,,,
14,4,29.125,,,,,,,,,,,,,,,,,,,,,,
14,5,29.5,,,,,,,,,,,,,,,,,,,,,,
14,6,29.875,,,,,,,,,,,,,,,,,,,,,,
14,7,30.25,,,,,,,,,,,,,1,,,,,,,,,
14,8,30.625,,,,,,,,,,,,,,,,,,,,,,
15,1,31,,,,,,,,,,,,,,,,,,,,,,
15,2,31.25,,,,,,,,,,,,,,,,,,,,,,
15,3,31.5,,,,,,,,,,,,,,,,,,,,,1,
15,4,31.75,,,,,,,,,,,,,,,,,,,,,,
15,5,32,,,,,,,,,,,,,,,,,,,,,,
15,6,32.25,,,,,,,,,,,,,,,,,,,,,,
15,7,32.5,,,,,,,,,,,,,,,,1,,,,,,
15,8,32.75,,,,,,,,,,,,,,,,,,,,,,
16,1,33,,,,,,,,,,,,,,,,,,,,,,
16,2,33.25,,,,,,,,,,,,,,,,,,,,,,
16,3,33.5,,1,,,,,,,,,,,,,,,,,,,,
16,4,33.75,,,,,,,,,,,,,,,,,,,,,,
16,5,34,,,,,,,,,,,,,,,,,,,,,,
16,6,34.25,,,,,,,,,,,,,,,,,,,,,,
16,7,34.5,,,,,,,,,,,,,,,,,,,1,,,
16,8,34.75,,,,,,,,,,,,,,,,,,,,,,
17,1,35,,,,,,,,,,,,,,,,,,,,,,
17,2,35.25,,,,,,,,,,,,,,,,,,,,,,
17,3,35.5,,,,,,,,,,,,,,,,,,,,,,
17,4,35.75,,,,,,,,,,,,,,,,,,,,,,
17,5,36,,,,,,,,,,,,,,,,,,,,,,
17,6,36.25,,,,,,,,,,,,,,,,,,,,,,
17,7,36.5,,,,,,,,,,,,,,,,,,,,,,
17,8,36.75,,,,,,,,,,,,,,,,,,,,,,
18,1,37,,,,,,,,,,,,,,,,,,,,,,
18,2,37.25,,,,,,,,,,,,,,,,,,,,,,
18,3,37.5,,,,,,,1,,,,,,,,,,,,,,,
18,4,37.75,,,,,,,,,,,,,,,,,,,,,,
18,5,38,,,,,,,,,,,,,,,,,,,,,,
18,6,38.25,,,,,,,,,,,,,,,,,,,,,,
18,7,38.5,,,,,,,,,,,,,,,,,,,,,,
18,8,38.75,,,,,,,,,,,,,,,,,,,,,,
19,1,39,,,,,,,,,,,,,,,,,,,,,,
19,2,39.25,,,,,,,,,,,,,,,,,,,,,,
19,3,39.5,,,,,,1,,,,,,,,,,,,,,,,
19,4,39.75,,,,,,,,,,,,,,,,,,,,,,
19,5,40,,,,,,,,,,,,,,,,,,,,,,
19,6,40.25,,,,,,,,,,,,,,,,,,,,,,
19,7,40.5,,,,,,,,,,,,,,,1,,,1,,,,
19,8,40.75,,,,,,,,,,,,,,,,,,,,,,
20,1,41,,,,,,,,,,,,,,,,,,,,,,
20,2,41.25,,,,,,,,,,,,,,,,,,,,,,
20,3,41.5,,,,,,,,,,,,,,,,,,,,,,
20,4,41.75,,,,,,,,,,,,,,,,,,,,,,
20,5,42,,,,,,,,,,,,,,,,,,,,,,
20,6,42.25,,,,,,,,,,,,,,,,,,,,,,
20,7,42.5,,,,,,,,,,,,,,,,,,,,,,
20,8,42.75,,,,,,,,,,,,,,,,,,,,,,
21,1,43,,,,,,,,,,,,,,,,,,,,,,
21,2,43.25,,,,,,,,,,,,,,,,,,,,,,
21,3,43.5,,,,,,,,,,,,,,,,,,,,,,
21,4,43.75,,,,,,,,,,,,,,,,,,,,,,
21,5,44,,,,,,,,,,,,,,,,,,,,,,
21,6,44.25,,,,,,,,,,,,,,,,,,,,,,
21,7,44.5,,,,,,,,,,,,,,,,,,,,,,
21,8,44.75,,,,,,,,,,,,,,,,,,,,,,
22,1,45,,,,,,,,,,,,,2,,,,,,,,1,
22,2,45.25,,,,,,,,,,,,,,1,,,,,,,,
22,3,45.5,,,,,,,,,,,,,,,,,,,,,,
22,4,45.75,,,,,,,,1,,,,,,,,,,1,,,,
22,5,46,1,,,1,2,,2,,,2,,,,,,,,,,,,
22,6,46.25,,,,,,,,,,,,,,,,,,,,,,
22,7,46.5,,,,,,,,,,,,1,,,,,,,,,,
22,8,46.75,,,,,,,,,,,,,,,,,,,,,,
23,1,47,,,,,,,,,,,,,,,,,,,,,,
23,2,47.25,,,,,,,,,,,,,,,,,,,,,,
23,3,47.5,,,,,,,,,,,,,,,,1,,,,,,
23,4,47.75,,,,,,,,,,,,,,,,,,,,,,
23,5,48,,,,,,,,,,,,,,,,,,,,,,
23,6,48.25,,,,,,,,,,,,,,,,,,,,,,
23,7,48.5,,,,,,,,,,,,,,,,,,,,,,
23,8,48.75,,,,,,,,,,,,,,,,,,,,,,
24,1,49,,,,,,,,,,,,,,,,,,,,,,
24,2,49.25,,,,,,,,,,,,,,,,,,,,,,
24,3,49.5,,,,,,,,,,,,,,,,,,,,,,
24,4,49.75,,,,,,,,,,,,,,,,,,,,,,
24,5,50,,,,,,,,,,,,,,,,,,,,,,
24,6,50.25,,,,,,,,,,,,,,,,,,,,,,
24,7,50.5,,,,,,,,,2,,,,,,,,,,,,,
24,8,50.75,,,,,,,,,,,,,,,,,,,,,,
25,1,51,,,,,,,,,,,,,,,,,,,,,,
25,2,51.25,,,,,,,,,,,,,,1,,,,,1,,,
25,3,51.5,,,,,,1,3,2,,2,,,,,,,,,,,1,
25,4,51.75,,,,,,,,,,,,,,,,2,,,,,,
25,5,52,,,2,2,,,,,,,,,,,,,,2,,,,2
25,6,52.25,,,,,,,,,,,,1,,,1,,,,,,,
25,7,52.5,,,,,,,,,,,1,,,,,,,,,,,
25,8,52.75,3,1,,,2,,,,,,,,,,,,,,,,,
26,1,53,,,,,,,,,,,,,,,,,,,,1,,
26,2,53.25,,,,,,,,,,,,,,,,,,,,,,
26,3,53.5,,,,,,,,,,,,,,,,,,,,,,
26,4,53.75,,,,,,,,,,,,,,,,,,,,,,
26,5,54,,,,,,,,,,,,,,,,,,,,,,
26,6,54.25,,,,,,,,,,,,,,,,,,,,,,
26,7,54.5,,,,,,,,,,,,,,,,,,,,,,
26,8,54.75,,1,,,,,,,,,,,,,,,,,,,,
27,1,55,,,,,,,,,,,,,1.5,,,,,,,,,
27,2,55.25,,,,,,,,,,,,,,,,,,,,,,
27,3,55.5,,,,,,,,,,,,,,,,,,,,,,
27,4,55.75,,,,,,,,,,,,,,,,,,,,,,
27,5,56,,,,,,,,,,,,,,,,,,,,,,
27,6,56.25,,,,,,,,,,,,,,,,,,,,,,
27,7,56.5,,,,,,,,,,,,,,,,,,,,,,
27,8,56.75,,,,,,,,1,,,,,,,,,,,,,,
28,1,57,,,,,,,,,,,,,,,,,,,,,,
28,2,57.25,,,,,,,,,,,,,,,,,,,,,,
28,3,57.5,,,,,,,,,,,,,,,,,,,,,,
28,4,57.75,,,,,,,,,,,,,,,,,,,,,,
28,5,58,,,,,,,,,,,,,,,,,,,,,,
28,6,58.25,,,,,,,,,,,,,,,,,,,,,,
28,7,58.5,,,,,,,,,,,,,,,,,,,,,,
28,8,58.75,,,,,,,,,,,,,,,,,,,,,,
29,1,59,,,,,,,,,,,,,,,,,,,,,,
29,2,59.25,,,,,,,,,,,,,,,,,,,,,,
29,3,59.5,,,,,,,,,,,,,,,,,,,,,,
29,4,59.75,,,,,,,,,,,,,,,,,,1,,,1,
29,5,60,,,,,,,,,1,,,,,,,,,,,,,
29,6,60.25,,,,,,,,,,,,,,,,,,,,,,
29,7,60.5,,1,,,,,,,,,,,,,,,,,,,,
29,8,60.75,,,,,,,,,,,,,,,,,,,,,,
30,1,61,,,,,,,,,,,,,,,,,,,,,,
30,2,61.25,,,,,,,,,,,,,,,,,,,,,,
30,3,61.5,,,,,,,,,,,,,,,,,,,,,,
30,4,61.75,,,,,,,,,,,,,,,,,,,,,,
30,5,62,,,,,,,,,,,,,,,,,,,,,,
30,6,62.25,,,,,,,,,,,,,,,,,,,,,,
30,7,62.5,,,,,,,,,,,,,,,,,,,,,,
30,8,62.75,,,,,,,,,,,,,,,,,,,,,,
31,1,63,,,,,,,,,,,,,,,,,,,,,,
31,2,63.25,,,,,,,,,,,,,,,,,,,,,,
31,3,63.5,,,,,,,,,,,,,,,,,,,,,,
31,4,63.75,,1,,,,,,,,,,,,,,,,,,,,
31,5,64,,,,,,,,,,,,,,,,,,,,,,
31,6,64.25,3,,,2,,,2,1,,3,,,,,,,,,,,,
31,7,64.5,,,,,,,,,,,,,,,,,,,,,,1
31,8,64.75,,,,,1,,,,,,,,,,,,,,,,,
32,1,65,,,,,,,,,,,,,,,,,,,,,,
32,2,65.375,,,,,,,,,,,,,,,,,,2,,,,
32,3,65.75,,,,,,1.5,,,,,,,,,,,,,,,,
32,4,66.125,,,,,,,,,,,,,,,,,,,,,,
32,5,66.5,,,,,,,,,,,,,,,,,,,1,,,
32,6,66.875,,,,,,,,,,,,,,,,,,,,,,
32,7,67.25,,,,,,,,,,,,,,,,2,,,,,,
32,8,67.625,,,,,,,,,,,,,,,,,,,,,,
33,1,68,,,,,,,,,2,,,,,2,,,,,,,1,
33,2,68.25,,,,,,,,,,,,,,,,,,,,,,
33,3,68.5,,,,,,,,2,,,,,,,,,,,,,,
33,4,68.75,,,,,,,,,,,,,,,,,,,,,,
33,5,69,,,,,,,,,,,,1.5,,,,,,,,1,,
33,6,69.25,,,,,,,,,,,,,,,,,,,,,,
33,7,69.5,,,,,,,,,,,,,,,,,,,,,,
33,8,69.75,,,,,,,,,,,,,1,,,,,,,,,
34,1,70,,,,,,,,,,,,,,,,,,,,,,
34,2,70.25,,,,,,,,,,,,,,,,,,,,,,
34,3,70.5,,,,,,,,,,,,,,,,,,,,,,
34,4,70.75,,,,,,,,,,,,,,,,,,,,,,
34,5,71,,,,,,,,,,,,,,,,,,,,,,
34,6,71.25,,,,,,,,,,,,,,,,,,,,,,
34,7,71.5,,,,,,,1,,,,,,,,,,,,,,,
34,8,71.75,,,,,,,,,,,,,,,,,,,,,,
35,1,72,,,,,,,,,,,,,,2,,1,,1,2,1,1,
35,2,72.25,1,1,,1,,1,,,,,1,,,,,,,,,,,
35,3,72.5,,,,,,,,,,,,1,,,,,,,,,,2
35,4,72.75,,,,,,,,,,,,,,,,,,,,,,
35,5,73,,,,,,,,,,,,,,,,,,,,,,
35,6,73.25,,,,,,,,,,,,,,,,,,,,,,
35,7,73.5,,,,,,,,,,,,,,,,,,,,,,
35,8,73.75,,,,,,,,,,,,,,,,,,,,,,
36,1,74,,,,,,,,,,,,,,,,,,,,,,
36,2,74.25,,,,,,,,,,,,,,,,,,,,,,
36,3,74.5,,,,,,,,,,,,,,,,,,,,,,
36,4,74.75,,,,,,,,,,,,,,,,,,,,,,
36,5,75,,,,,,,,,,,,,,,,,,,,,,
36,6,75.25,,,,,,,,,,,,,,,,,,,,,,
36,7,75.5,,,,,,,,1,,,,,,,,,,,,,,
36,8,75.75,,,,,,,,,,,,,,,,,,,,,,
37,1,76,,,,,,,,,,,,,,,,,,,,,,
37,2,76.25,,,,,,,,,,,,,,,,,,,,,,
37,3,76.5,,,,,,,,,,,,,,,,,,,,,,
37,4,76.75,,,,,,,,,,,,,,,,,,,,,,
37,5,77,,,,,,,,,,,,,,,,,,,,,,
37,6,77.25,,,,,,,,,,,,,,,,,,,,,,
37,7,77.5,,,,,,,,,,,,,,,,,,,,,,
37,8,77.75,,,,,,,,,,,,,,,,,,,,,,
38,1,78,,,,,,,1,,,,,,,,,,,,,,,
38,2,78.25,,,,,,,,,,,,,,,,,,,,,,
38,3,78.5,,,,,,,,,,,,,,,,,,,,,,
38,4,78.75,,,,,,,,,,,,,,,,,,,,,,
38,5,79,,,,,,,,,,,,,,,,,,,,,,
38,6,79.25,,,,,,,,,,,,,,,,,,,,,,
38,7,79.5,,,,,,,,,,,,,,,,,,,,,,
38,8,79.75,,,,,,,,,,,,,,,,,,,,,,
39,1,80,,,,,,,,2,,,,,,,,,,,,,,
39,2,81.5,,1,,,,,,,,,,,,,,,,,,,,
39,3,83,,,,,,,,,,,,,,,,,,,,,,
39,4,84.5,,,,,,,,,,,,,,,,,,,,,,
39,5,86,,,,,,,,,,,,,,,,,,,,,,
39,6,87.5,,,,,,,,,,,,,,,,,,,,,,
39,7,89,,,,,,,,,,,,,,,,,,,,,,
39,8,90.5,,,,,,,,,,,,,,,,,,,,,,
40,1,92,,,,,,,,,,,,,,,,,,,,,,
40,2,92.25,,,,,,,,,,,,,,,,,,,,,,
40,3,92.5,,,,,,,,,,,,,,,,,,,,,,
40,4,92.75,,,,,,,,,,,,,,,,,,,,,,
40,5,93,,,,,,,,,,,,,,,,,,,,,,
40,6,93.25,,1,,,,,3,2,,,,,,,,,,,,,,
40,7,93.5,,,,,,,,,,,,,,,,,,,,,,
40,8,93.75,,,,,,,,,,,,,,,,,,,,,,
41,1,94,,,,,,,,,,,,,,,,,,,,,,
41,2,94.25,,,,,,,,,,,,,,,,,,,,,,
41,3,94.5,,,,,,,,,,,,,,,,,,,,,,
41,4,94.75,,,,,,,,,,,,,,,,,,,,,,
41,5,95,,,,,,,,,,,,,,,,,,,,,,
41,6,95.25,,,,,,,,,,,,,,,,,,,,,,
41,7,95.5,,,,,,,,,,,,,,,,,,,,,,
41,8,95.75,,,,,,,,,,,,,,,,,,,,,,
42,1,96,,,,,,,,,,,,,,,,,,,,,,
42,2,96.25,,,,,,,,,,,,,,,,,,,,,,
42,3,96.5,,,,,,,,,,,,,,,,,,,,,,
42,4,96.75,,,,,,2,,,,,,,,,,,,,,,,
42,5,97,,,,,,,,,,,,,,,,,,,,,,
42,6,97.25,,,,,,,,,,,,,,,,,,,,,,
42,7,97.5,,,,,,,,,,,,,,,,,,,,,,
42,8,97.75,,,,,,,,,,,,,,,,,,,,,,
43,1,98,,,,,,,,,,,,,,2,,,,,,,,
43,2,98.25,,,3,,,,,,,,1,,,,,1.5,,2,2,1,1.5,
43,3,98.5,,,,,,,,,,,,,,,1.5,,2,,,,,1
43,4,98.75,3,2,,2,3,,3,2,1,2,,,,,,,,,,,,
43,5,99,,,,,,,,,,,,,,,,,,,,,,
43,6,99.25,,,,,,,,,,,,,,,,,,,,,,
43,7,99.5,,,,,,,,,,,,,,,,,,,,,,
43,8,99.75,,,,,,,,,,,,,,,,,,,,,,
44,1,100,,,,,,,,,,,,,,,,,,,,,,
44,2,100.25,,,,,,,,,,,,,,,,,,,,,,
44,3,100.5,,,,,,,,,,,,,,,,,,,,,,
44,4,100.75,,,,,,,,,,,,,,,,,,,,,,
44,5,101,,,,,,,,,,,,,,,,,,,,,,
44,6,101.25,,,,,,,,,,,,,,,,,,,,,,
44,7,101.5,,,,,,,,,,,,,,,,,,,,,,
44,8,101.75,,,,,,,,,,,,,,,,,,,,,,
45,1,102,,,,,,,,,,,,,,,,,,,,,,
45,2,102.25,,,,,,,,,,,,,,,,,,,,,,
45,3,102.5,,,,,,,,,,,,,,,,,,,,,,
45,4,102.75,,,,,,,,,,,,,,,,,,,,,,
45,5,103,,,,,,,,,,,,,,,,,,,,,,
45,6,103.25,,,,,,,,,,,,,,,,,,,,,,
45,7,103.5,,,,,,,,,,,,,,,,,,,,,,
45,8,103.75,,,,,,,,,,,,,,,,,,,,,,
46,1,104,,,,,,,,,,,,,,,,,,,,,,
46,2,104.25,,,,,,,,,,,,,,,,,,,,,,
46,3,104.5,,,,,,,,,,,,,,,,,,,,,,
46,4,104.75,,,,,,,,,,,,,,,,,,,,,,
46,5,105,,,,,,,,,,,,,,,,,,,,,,
46,6,105.25,,,,1,,,,,,,,,,,,,,,,,,
46,7,105.5,,,,,,,,,,,,,,,,,,,,,,
46,8,105.75,,,,,,,,,,,,,,,,,,,,,,
47,1,106,,,,,,,,,,,,,,,,,,,,,,
47,2,106.25,,,,,,,,,,,,,,,,,,,,,,
47,3,106.5,,,,,,,,1,,,,,,,,,,,,,,
47,4,106.75,,,,,,,,,,,,,,,,,,,,,,
47,5,107,,,,,,,,,,,,,,,,,,,,,,
47,6,107.25,,,,,,,,,,,,,,,,,,,,,,
47,7,107.5,,,,,,,,,,,,,,,,,,,,,,
47,8,107.75,,,,,,,,,,,,,,,,,,,,,,
48,1,108,,,,,,,2,,,,,,,,,,,,,,,
48,2,108.25,,,,,,,,,,,,,,,,,,,,,,
48,3,108.5,,,,,,,,,,,,,,,,,,,,,,
48,4,108.75,,,,,,,,,,,,,,,,,,,,,,
48,5,109,,,,,,,,,,,,,,,,,,,,,,
48,6,109.25,,1,,2,,,,,,,,,,,,,,,,,,
48,7,109.5,,,,,,,,,,,,,,,,,,,,,,
48,8,109.75,,,,,,,,,,,,,,,,,,,,,,
49,1,110,,,,,,,,,,,,,,,,,,,,,,
49,2,110.25,,,,,,,,,,,,,,,,,,,,,,
49,3,110.5,,,,,,,,,,,,,,,,,,,,,,
49,4,110.75,,,,,,,,,,,,,,,,,,,,,,
49,5,111,,,,,,,,,,,,,,,,,,,,,,
49,6,111.25,,,,,,,,,,,,,,,,,,,,,,
49,7,111.5,,,,,,,,,,,,,,,,,,,,,,
49,8,111.75,,,,,,,,,,,,,,,,,,,,,,
50,1,112,,,,,,,,,,,,,,,,,,,,,,
50,2,112.375,,1,,,,,,,,,,,,,,,,,,,,
50,3,112.75,,,,,,,,,,,,,,,,,,,,,,
50,4,113.125,,,,,,,,,,,,,,,,,,,,,,
50,5,113.5,,,,,,1,,,,,,,,,,,,,,,,
50,6,113.875,,,,,,,,,,,,,,,,,,,,,,
50,7,114.25,,,,,,,,,,,,,,,,,,,,,,
50,8,114.625,,,,,,,,,,,,,,4,,,,,,,,
51,1,115,,,,,,,,,,,,1,,,,,,,,,4,
51,2,115.375,,,,,,,,,,,,,,,,,,,,,,
51,3,115.75,,,,,,,,,,,,,,,,,,4,,,,
51,4,116.125,,,,,,,,,,,,,,,4,,,,4,4,,
51,5,116.5,,,,,,,,,,,,2,,,,,,,,,,
51,6,116.875,,,,,,,,,,,,,,,,4,4,,,,,
51,7,117.25,,,,,,,,,,,,,,,,,,,,,,
51,8,117.625,4,4,4,4,4,,4,4,4,4,4,,4,,,,,,,,,
52,1,118,,,,,,,,,,,,,,,,,,,,,,2
52,2,118.375,,,,,,,,,,,,,,,,,,,,,,
52,3,118.75,,,,,,,,,,,,,,,,,,,,,,
52,4,119.125,,,,,,,,,,,,,,,,,,,,,,
52,5,119.5,,,,,,,,,,,,,,,,,,,,,,
52,6,119.875,,,,,,,,,,,,,,,,,,,,,,
52,7,120.25,,,,,,,,,,,,,,,,,,,,,,
52,8,120.625,,,,,,,,,,,,,,,,,,,,,,
